time,pm10 ( ¦Ìg/m3),pm2_5 ( ¦Ìg/m3),carbon_monoxide ( ¦Ìg/m3),carbon_dioxide (ppm),nitrogen_dioxide ( ¦Ìg/m3),sulphur_dioxide ( ¦Ìg/m3),ozone ( ¦Ìg/m3,dust ( ¦Ìg/m3),uv_index ()
2025-02-10T15:00,40.2,40,398,511,69,15.7,1,0,0.05
2025-02-10T16:00,43.5,43.3,364,498,63,17.3,11,0,0.5
2025-02-10T17:00,41.6,40.9,318,482,55.1,19.1,25,0,1.35
2025-02-10T18:00,28.3,25.8,281,469,47.1,19.8,40,0,2.25
2025-02-10T19:00,23.8,21.2,262,463,38.3,18.5,55,0,3.25
2025-02-10T20:00,21.7,19.1,253,460,29.3,16.2,71,0,3.65
2025-02-10T21:00,20,17.6,245,458,23.8,14.7,81,0,3.4
2025-02-10T22:00,19.3,16.8,227,454,22.2,14.8,86,0,2.35
2025-02-10T23:00,19.3,17.1,210,452,24.2,15.6,86,0,1.15
2025-02-11T00:00,12.8,10.7,225,454,17.8,11.5,85,1,0.45
2025-02-11T01:00,14.1,12.1,308,467,30.2,12,69,1,0.05
2025-02-11T02:00,17.6,15.9,421,486,47.2,12.7,47,0,0
2025-02-11T03:00,20.1,18.3,484,497,59.6,13.9,31,0,0
2025-02-11T04:00,19.8,17.6,444,493,62.5,16,27,0,0
2025-02-11T05:00,21.9,19.6,352,482,60.7,18.4,29,1,0
2025-02-11T06:00,22.9,20.3,282,474,59.2,19.9,30,1,0
2025-02-11T07:00,25,22.6,266,472,60.6,19.6,26,1,0
2025-02-11T08:00,24.4,22.2,272,474,62.4,18.4,21,0,0
2025-02-11T09:00,24,22,276,476,61.9,17.2,19,0,0
2025-02-11T10:00,23.5,21.7,265,480,56.4,16.3,22,0,0
2025-02-11T11:00,22.5,20.6,253,485,48.7,15.5,28,1,0
2025-02-11T12:00,13.7,11.8,254,490,37.7,10.7,43,0,0
2025-02-11T13:00,13.1,10.8,287,495,40.3,10.9,40,0,0
2025-02-11T14:00,13.3,11.1,335,500,43.8,11.3,35,0,0
2025-02-11T15:00,15.6,13.5,356,499,45.1,12,34,0,0.05
2025-02-11T16:00,18.2,16.1,325,487,42.7,13.3,39,0,0.25
2025-02-11T17:00,17.3,14.9,269,470,38.2,14.8,48,0,0.65
2025-02-11T18:00,16.4,14,226,457,33.6,15.8,56,0,1.2
2025-02-11T19:00,15.6,13.1,213,454,28.9,16,63,0,1.7
2025-02-11T20:00,15.4,12.8,215,455,24.1,15.6,70,0,2.4
2025-02-11T21:00,14.3,12.2,220,457,20.6,15,75,0,2.45
2025-02-11T22:00,12.6,11.1,212,456,17.6,14,81,0,1.9
2025-02-11T23:00,11.6,10.5,208,455,15.9,12.7,85,1,1
2025-02-12T00:00,11.8,10.3,251,461,13.5,10.1,87,1,0.4
2025-02-12T01:00,10.6,9.4,389,480,33.5,9.8,63,1,0.05
2025-02-12T02:00,15.3,14.4,572,506,61,9.5,30,1,0
2025-02-12T03:00,23.5,22.5,700,527,81.3,9.9,5,1,0
2025-02-12T04:00,35.2,34,725,540,87.2,11.9,0,1,0
2025-02-12T05:00,43.5,42.5,694,548,85.9,14.6,0,1,0
2025-02-12T06:00,44.6,43.3,641,548,84.1,16.3,0,1,0
2025-02-12T07:00,44.2,42.8,566,536,83.9,15.9,0,1,0
2025-02-12T08:00,44,42.5,469,515,83.2,14.5,0,1,0
2025-02-12T09:00,41.1,39.8,387,499,82.4,12.9,0,1,0
2025-02-12T10:00,35.3,34.6,324,489,81.7,11.1,0,1,0
2025-02-12T11:00,30.5,29.9,275,483,80.9,9.2,0,0,0
2025-02-12T12:00,37.6,36.4,260,483,85.6,16.5,0,1,0
2025-02-12T13:00,35.7,34.6,304,495,88.8,17,0,1,0
2025-02-12T14:00,32.1,30.9,383,514,92.9,17.7,0,1,0
2025-02-12T15:00,34,32.4,439,525,93.4,18.4,1,1,0
2025-02-12T16:00,32.8,31.2,452,520,87.9,19.6,7,1,0.15
2025-02-12T17:00,24.6,22.6,443,508,78.8,20.8,17,1,0.3
2025-02-12T18:00,21.3,19.2,419,495,68.4,20.8,27,1,0.55
2025-02-12T19:00,17.8,15.7,372,483,55.3,18.6,40,1,0.75
2025-02-12T20:00,13.7,12,311,472,40.9,15.2,54,0,0.95
2025-02-12T21:00,12.4,10.8,270,464,31.5,12.7,63,0,0.95
2025-02-12T22:00,11.9,10.4,265,462,29.8,11.8,64,0,0.5
2025-02-12T23:00,12.6,11.1,281,464,33.1,11.6,59,0,0.25
2025-02-13T00:00,16.1,14,301,467,40.7,10.4,49,0,0.1
2025-02-13T01:00,15.4,13.7,327,470,44.9,10.3,43,0,0
2025-02-13T02:00,15.1,13.7,359,474,50.8,10.3,36,0,0
2025-02-13T03:00,14.3,13.1,377,477,55,10.2,30,0,0
2025-02-13T04:00,14.1,12.9,374,478,56.5,10.2,27,0,0
2025-02-13T05:00,13.7,12.5,357,477,56.4,10.1,27,0,0
2025-02-13T06:00,13,11.9,335,475,54.7,10,27,0,0
2025-02-13T07:00,13,11.8,306,471,50.6,9.7,29,0,0
2025-02-13T08:00,12.8,11.6,272,467,44.9,9.4,33,0,0
2025-02-13T09:00,12.6,11.4,245,463,39.6,9.1,36,0,0
2025-02-13T10:00,11.6,10.4,228,461,34.3,8.9,39,0,0
2025-02-13T11:00,10.8,9.7,217,460,29.4,8.6,42,0,0
2025-02-13T12:00,9.8,8.8,216,460,29.5,7.8,40,0,0
2025-02-13T13:00,9.3,8.4,228,463,32.6,7.7,37,0,0
2025-02-13T14:00,8.7,7.6,248,467,36.7,7.5,33,0,0
2025-02-13T15:00,10.7,9.3,268,470,38.7,7.2,32,0,0
2025-02-13T16:00,14,12,289,472,37,6.7,36,0,0.15
2025-02-13T17:00,15,12.4,309,473,33.1,6.1,43,0,0.25
2025-02-13T18:00,13.9,11.1,313,472,28.7,5.4,50,0,0.45
2025-02-13T19:00,11.8,9.2,286,467,23.2,4.7,57,0,0.3
2025-02-13T20:00,11.2,9,243,460,17.2,3.9,64,0,0.25
2025-02-13T21:00,10.1,8.1,212,455,13.5,3.4,68,0,0.25
2025-02-13T22:00,10,7.9,204,453,14.2,3.4,67,0,0.2
2025-02-13T23:00,10,7.8,208,453,17.2,3.6,63,0,0.15
2025-02-14T00:00,8.4,7,214,453,18.2,4.5,61,0,0.05
2025-02-14T01:00,7,6,222,454,19.1,4.1,60,0,0
2025-02-14T02:00,6.5,5.4,232,456,20.3,3.4,59,0,0
2025-02-14T03:00,6.8,5.6,235,458,20.8,3,59,0,0
2025-02-14T04:00,7.4,6.1,226,459,20.2,2.9,59,0,0
2025-02-14T05:00,8.8,7.1,211,459,19,3,61,0,0
2025-02-14T06:00,10.6,8.3,198,459,17.4,3,62,0,0
2025-02-14T07:00,10.7,8.4,192,459,15.3,2.9,64,0,0
2025-02-14T08:00,11.3,8.5,188,458,12.8,2.8,66,0,0
2025-02-14T09:00,10.6,7.9,185,458,10.7,2.7,69,0,0
2025-02-14T10:00,11.8,8.5,176,458,8.6,2.6,74,0,0
2025-02-14T11:00,10.5,7.7,169,459,6.9,2.5,79,0,0
2025-02-14T12:00,10.5,7.9,179,463,15.5,3.7,61,0,0
2025-02-14T13:00,10.1,7.6,229,474,18,3.9,61,0,0
2025-02-14T14:00,10.8,8.2,298,488,21.2,4.2,60,0,0
2025-02-14T15:00,12.6,10,335,494,22.5,4.5,62,0,0.05
2025-02-14T16:00,13.4,10.5,311,484,20.2,4.8,67,0,0.4
2025-02-14T17:00,12.5,9.6,257,467,16,5.1,75,0,1.1
2025-02-14T18:00,11.7,8.9,212,453,12.2,5.2,81,0,2.05
2025-02-14T19:00,10.2,7.8,191,448,9.5,4.9,86,0,3.1
2025-02-14T20:00,8.1,6.3,181,446,7.3,4.3,90,0,3.55
2025-02-14T21:00,6.6,5.3,177,446,6,3.8,92,0,3.25
2025-02-14T22:00,5.9,4.7,175,445,4.9,3.4,94,0,2.35
2025-02-14T23:00,5.5,4.4,180,445,4.6,3.1,95,0,1.25
2025-02-15T00:00,7.3,5.7,205,448,8.9,3.5,87,0,0.5
2025-02-15T01:00,8,6.4,273,458,16.9,3.7,77,0,0.1
2025-02-15T02:00,9.9,8.4,362,470,28.3,4,63,1,0
2025-02-15T03:00,13.5,11.8,419,480,39.7,4.5,48,1,0
2025-02-15T04:00,15.5,14.1,415,484,50.9,5.1,33,1,0
2025-02-15T05:00,16.5,15.2,379,484,62.2,5.9,17,1,0
2025-02-15T06:00,19.7,18.3,344,483,70.5,6.6,6,1,0
2025-02-15T07:00,22.9,21.7,320,481,74.8,7.3,1,1,0
2025-02-15T08:00,25.3,24.3,296,477,76.2,7.9,0,0,0
2025-02-15T09:00,25.9,25.1,276,474,75.4,8.3,0,0,0
2025-02-15T10:00,24.7,24,254,471,71.6,8.3,2,0,0
2025-02-15T11:00,22.4,21.8,236,470,65.5,8,6,0,0
2025-02-15T12:00,21.6,20.4,237,472,55.6,8.9,11,1,0
2025-02-15T13:00,18.5,17.6,279,483,53.4,8.6,10,1,0
2025-02-15T14:00,16.5,15.7,340,499,50.3,8.3,9,0,0
2025-02-15T15:00,16.5,15.9,376,506,47.1,8.3,11,0,0.1
2025-02-15T16:00,18,17.5,361,497,44,8.7,18,0,0.6
2025-02-15T17:00,18.7,17.9,319,479,40.9,9.5,27,1,1.6
2025-02-15T18:00,18.8,17.2,283,465,38.2,10.7,38,1,2.85
2025-02-15T19:00,18.8,16.5,258,459,35.7,12.9,52,1,4
2025-02-15T20:00,18.7,16.5,238,457,33.6,15.6,67,1,4.45
2025-02-15T21:00,18,16,233,457,33.1,17.3,76,1,3.9
2025-02-15T22:00,18,16.2,233,458,34,17.6,77,1,2.65
2025-02-15T23:00,18,16.5,249,461,36.5,16.9,73,1,1.5
2025-02-16T00:00,17.1,15.7,321,472,35.3,15.9,69,0,0.6
2025-02-16T01:00,16.2,15.8,513,499,47.9,13.8,51,0,0.1
2025-02-16T02:00,18.3,17.9,762,533,65.2,10.9,26,0,0
2025-02-16T03:00,18.7,18.4,914,558,77.2,8.7,7,0,0
2025-02-16T04:00,19.8,19.6,887,564,78.6,7.9,0,0,0
2025-02-16T05:00,21.9,21.7,764,560,74.8,7.9,0,0,0
2025-02-16T06:00,24.9,24.5,640,553,71.5,8.1,0,0,0
2025-02-16T07:00,27.9,27.5,543,542,71.3,8.4,0,0,0
2025-02-16T08:00,29.4,29.1,446,528,71.6,9,0,0,0
2025-02-16T09:00,28.5,28.2,365,516,71,9.2,0,0,0
2025-02-16T10:00,26,25.8,299,507,68.6,8.9,1,0,0
2025-02-16T11:00,23,22.8,249,500,65.4,8.2,2,0,0
2025-02-16T12:00,19.6,19.4,233,499,56.2,6.8,4,0,0
2025-02-16T13:00,16.8,16.6,273,508,53.7,6.6,3,0,0
2025-02-16T14:00,14.8,14.6,347,523,50.3,6.5,2,0,0
2025-02-16T15:00,15.6,15.4,408,532,47.8,6.8,4,0,0.1
2025-02-16T16:00,18.5,18.2,444,529,47.5,7.9,10,0,0.6
2025-02-16T17:00,22.9,22.6,467,521,48.1,9.5,18,0,1.65
2025-02-16T18:00,22.8,21.9,472,512,48.1,11,27,0,2.9
2025-02-16T19:00,21.5,20.2,447,505,46.2,12.5,40,0,3.85
2025-02-16T20:00,19.6,18,404,498,43.6,13.9,54,0,4.2
2025-02-16T21:00,18.7,17.3,372,493,42.8,14.9,62,0,3.75
2025-02-16T22:00,18.5,17.2,347,488,44.4,15.2,62,0,2.65
2025-02-16T23:00,18.6,17.5,333,484,47.8,15.1,56,0,1.5
2025-02-17T00:00,25.5,25.1,371,488,59,19.7,50,0,0.55
2025-02-17T01:00,27.8,27.5,513,506,68.6,18.4,35,0,0.1
2025-02-17T02:00,31,30.6,708,532,81.6,16.8,15,0,0
2025-02-17T03:00,35.9,35.3,835,552,90.3,15.9,0,0,0
2025-02-17T04:00,41.6,40.9,842,561,90.7,16.8,0,0,0
2025-02-17T05:00,48,47.1,782,563,86.8,18.5,0,0,0
2025-02-17T06:00,56.2,55.4,698,559,82.8,19.4,0,0,0
2025-02-17T07:00,63.1,62.4,585,546,80.1,18.8,0,0,0
2025-02-17T08:00,62.2,61.5,448,527,77.5,17.3,0,1,0
2025-02-17T09:00,58.7,58.1,349,513,75,15.8,0,1,0
2025-02-17T10:00,55.2,54.7,318,508,72.9,14.1,0,1,0
2025-02-17T11:00,50.8,50.4,325,508,71.1,12.4,0,1,0
2025-02-17T12:00,37.7,37.1,344,510,76.9,13.2,0,1,0
2025-02-17T13:00,33.3,32.6,381,518,74.2,13,0,1,0
2025-02-17T14:00,30,29.4,430,528,70.4,12.9,0,1,0
2025-02-17T15:00,31.3,30.7,452,530,67.1,13.6,2,1,0.1
2025-02-17T16:00,34.1,33.6,419,517,64.7,15.7,11,1,0.55
2025-02-17T17:00,35.6,35,359,496,62.8,18.7,24,2,1.45
2025-02-17T18:00,32,30.7,313,480,61.9,21.7,36,2,2.6
2025-02-17T19:00,32.6,31,297,475,61.6,24.9,47,2,3.55
2025-02-17T20:00,34,32.5,296,475,62.3,28.2,58,1,3.9
2025-02-17T21:00,34.7,33.4,306,477,65,30.6,63,1,3.55
2025-02-17T22:00,35.4,34.3,321,479,70.4,31.7,62,1,2.6
2025-02-17T23:00,35.3,34.3,348,482,77.9,31.9,55,1,1.45
2025-02-18T00:00,31.8,29.6,402,490,50.2,23.6,66,0,0.55
2025-02-18T01:00,30.3,27.7,507,505,64.2,22.9,46,0,0.1
2025-02-18T02:00,35.2,33.1,639,525,83.3,22.1,20,0,0
2025-02-18T03:00,48.1,45.8,745,544,96.7,21.6,0,0,0
2025-02-18T04:00,54.4,51.9,819,565,98.8,22.2,0,0,0
2025-02-18T05:00,56.8,54.1,868,584,95.2,23.3,0,1,0
2025-02-18T06:00,60.1,57.5,855,590,91.4,23.4,0,1,0
2025-02-18T07:00,56.6,54.5,739,571,89.2,21.7,0,1,0
2025-02-18T08:00,55.2,53.3,562,537,86.9,19.1,0,1,0
2025-02-18T09:00,51.6,49.9,414,509,85.1,17,0,1,0
2025-02-18T10:00,47,45.3,328,494,84.4,16.1,0,1,0
2025-02-18T11:00,43.4,41.7,270,484,84.3,15.8,0,2,0
2025-02-18T12:00,35.4,33.3,233,477,77.5,10.1,0,1,0
2025-02-18T13:00,35.5,33.6,219,472,76.1,10.5,0,1,0
2025-02-18T14:00,34.9,32.9,226,470,73.9,11.1,0,1,0
2025-02-18T15:00,38.2,36.1,236,468,69.9,12.2,3,1,0.1
2025-02-18T16:00,40.3,38.5,245,466,62.7,14.4,13,2,0.55
2025-02-18T17:00,36.1,32.8,257,464,53.7,17.1,28,2,1.55
2025-02-18T18:00,31.5,26.9,264,463,45.9,19,41,3,2.75
2025-02-18T19:00,28.5,23.8,258,462,40.5,19.7,53,3,3.95
2025-02-18T20:00,26.3,22.1,247,462,36.4,19.6,64,4,4.4
2025-02-18T21:00,24.3,20.7,248,463,33.1,18.7,72,4,4
2025-02-18T22:00,22.9,19.8,259,466,29,16.8,78,4,3.05
2025-02-18T23:00,20.9,18.5,283,470,25.7,14.1,80,3,1.8
2025-02-19T00:00,28.1,24.4,342,479,32.9,14.9,70,4,0.55
2025-02-19T01:00,26.5,23.8,478,497,41.9,13.1,57,4,0.1
2025-02-19T02:00,29,26.5,649,520,54.4,10.7,39,3,0
2025-02-19T03:00,29.9,27.9,756,537,64.8,9.2,24,3,0
2025-02-19T04:00,32.4,30.9,747,544,70.9,9.6,13,3,0
2025-02-19T05:00,36.9,35.5,674,546,74.9,10.9,5,2,0
2025-02-19T06:00,41.9,40.5,595,546,77.3,11.9,0,2,0
2025-02-19T07:00,44,42.8,524,545,78.2,12.2,0,2,0
2025-02-19T08:00,39.5,38.4,446,541,77.4,12.3,0,1,0
2025-02-19T09:00,34.8,34,373,535,75.2,12,0,1,0
2025-02-19T10:00,30.7,30.2,301,525,71,11.2,1,1,0
2025-02-19T11:00,26.6,26,235,512,65.3,10.2,2,1,0
2025-02-19T12:00,23.9,23.6,201,504,63.2,9.7,2,1,0
2025-02-19T13:00,21.5,21.1,222,505,60,9.6,1,1,0
2025-02-19T14:00,20.5,20.1,274,510,55.5,9.5,1,1,0
2025-02-19T15:00,23,22.5,319,512,51.9,9.8,3,1,0.1
2025-02-19T16:00,27.4,26.8,342,507,50,10.9,9,2,0.7
2025-02-19T17:00,30.5,29.8,357,499,49,12.3,18,2,1.9
2025-02-19T18:00,25.4,23.6,364,492,48.8,13.8,28,3,3.45
2025-02-19T19:00,23.2,21,356,488,49.9,15.4,40,3,4.75
2025-02-19T20:00,22.6,20.7,339,485,51.8,16.9,52,3,5.2
2025-02-19T21:00,22.9,20.8,331,484,52.5,17.5,61,3,4.65
2025-02-19T22:00,22.4,20.3,324,482,49.3,16.3,65,3,3.35
2025-02-19T23:00,21.3,19.3,327,482,44.9,14.1,66,3,1.85
2025-02-20T00:00,19,18.5,381,490,56.3,19.3,52,1,0.7
2025-02-20T01:00,18.5,18.2,546,512,66.8,17.9,37,1,0.1
2025-02-20T02:00,21.4,21.2,763,542,81.2,16.1,15,0,0
2025-02-20T03:00,29.7,29.7,898,564,91.8,15.6,0,0,0
2025-02-20T04:00,38.8,38.6,882,572,94.8,17.8,0,0,0
2025-02-20T05:00,50.5,50.3,784,572,94.1,21.2,0,1,0
2025-02-20T06:00,57.7,57.3,676,566,93.4,23.5,0,1,0
2025-02-20T07:00,61.2,60.8,570,552,94.3,23.5,0,1,0
2025-02-20T08:00,61.5,61,453,532,95.2,22.3,0,1,0
2025-02-20T09:00,56.6,56,359,515,95,20.8,0,1,0
2025-02-20T10:00,48,47,296,505,93.2,19.2,1,1,0
2025-02-20T11:00,40.6,39.3,256,499,90.2,17.3,3,2,0
2025-02-20T12:00,28.9,27.5,244,497,76.7,12.1,6,2,0
2025-02-20T13:00,25.8,24.1,275,502,73,11.5,5,2,0
2025-02-20T14:00,24.4,22.9,334,511,67.7,10.6,4,2,0
2025-02-20T15:00,26.8,25.3,384,516,62.8,10.2,6,2,0.1
2025-02-20T16:00,29.3,27.9,417,514,59.2,10.7,14,3,0.7
2025-02-20T17:00,28,25.6,439,509,56,11.7,26,5,1.8
2025-02-20T18:00,25.5,21.8,437,502,52.5,12.5,39,6,3.2
2025-02-20T19:00,23.7,19.6,385,491,47.5,12.8,53,7,4.4
2025-02-20T20:00,22.1,17.9,307,478,42.2,12.9,68,8,4.8
2025-02-20T21:00,20.3,16.2,262,469,39.2,12.8,78,8,4.35
2025-02-20T22:00,18.9,14.9,263,467,39.4,12.6,80,8,3.15
2025-02-20T23:00,18.5,14.8,297,469,41.9,12.1,76,7,1.75
2025-02-21T00:00,20.3,17.1,376,479,47.3,12.7,64,6,0.65
2025-02-21T01:00,21.3,18.5,552,503,59,11.3,46,5,0.1
2025-02-21T02:00,22.2,19.8,773,535,74.9,9.3,21,5,0
2025-02-21T03:00,22,19.8,898,557,85.2,7.9,3,4,0
2025-02-21T04:00,21.8,19.6,842,561,84.5,7.6,0,4,0
2025-02-21T05:00,22,20,691,554,78.1,7.8,3,3,0
2025-02-21T06:00,22.2,20.3,556,546,72,8,8,3,0
2025-02-21T07:00,21.5,19.7,480,537,68,7.9,13,3,0
2025-02-21T08:00,19.2,17.2,421,527,64.3,7.7,18,4,0
2025-02-21T09:00,16.8,14.6,367,518,61.5,7.4,22,4,0
2025-02-21T10:00,15.1,12.9,305,511,60.5,6.9,22,4,0
2025-02-21T11:00,13.8,11.6,248,505,60.4,6.3,21,3,0
2025-02-21T12:00,15.6,13.9,225,503,52.5,7,19,3,0
2025-02-21T13:00,13.8,12.2,261,510,52.5,7,17,3,0
2025-02-21T14:00,13,11.4,332,521,52.3,7.1,14,2,0
2025-02-21T15:00,14.6,13,392,528,51,7.3,16,2,0.1
2025-02-21T16:00,18.3,16.8,431,526,48.2,7.8,25,2,0.7
2025-02-21T17:00,20.5,18.7,460,520,44.3,8.5,39,3,1.9
2025-02-21T18:00,19.1,15.6,460,511,39.3,8.9,53,4,3.35
2025-02-21T19:00,16.6,12.7,409,499,31.8,8.9,69,4,4.55
2025-02-21T20:00,15.8,11.5,330,486,23.1,8.6,87,5,4.95
2025-02-21T21:00,15.4,11,276,476,17.5,8.4,98,5,4.5
2025-02-21T22:00,15,10.6,263,471,15.2,8.4,102,5,3.3
2025-02-21T23:00,14.9,10.6,276,470,15.9,8.5,101,5,1.85
2025-02-22T00:00,15.7,13.3,323,475,29.6,11.4,83,4,0.7
2025-02-22T01:00,16.9,14.3,435,490,48,10.9,58,4,0.1
2025-02-22T02:00,20.4,18,580,511,73.1,10.2,25,3,0
2025-02-22T03:00,24.5,22.5,673,528,90.6,9.9,0,3,0
2025-02-22T04:00,28.9,27.1,671,539,93,10.3,0,3,0
2025-02-22T05:00,32.1,30.4,617,546,87.8,10.9,0,3,0
2025-02-22T06:00,33.2,31.5,550,546,82.7,11.3,0,3,0
2025-02-22T07:00,31.9,30.5,474,536,80.6,11.1,0,2,0
2025-02-22T08:00,29.9,29,386,519,78.6,10.6,0,2,0
2025-02-22T09:00,27.1,26.3,312,505,76,10,1,1,0
2025-02-22T10:00,24.2,23.5,255,497,72.2,9.4,2,1,0
2025-02-22T11:00,21.3,20.6,211,492,67.7,8.7,4,1,0
2025-02-22T12:00,18.8,18.2,201,492,66.1,7.8,5,1,0
2025-02-22T13:00,16.5,15.9,248,501,64.6,7.8,4,1,0
2025-02-22T14:00,15.5,14.8,328,516,62.5,7.9,2,1,0
2025-02-22T15:00,17.3,16.6,388,523,60.6,8.3,5,1,0.15
2025-02-22T16:00,22,21.4,410,517,59.5,9.3,14,2,0.75
2025-02-22T17:00,24,23.1,413,505,58.6,10.6,27,2,1.85
2025-02-22T18:00,21.8,19.4,398,493,56.6,12.3,40,3,3.15
2025-02-22T19:00,20.5,17.1,355,483,51.9,14.7,55,3,4.15
2025-02-22T20:00,20.5,16.8,294,473,46.2,17.5,72,3,4.6
2025-02-22T21:00,20.6,17.1,255,467,43,19.6,82,3,4.25
2025-02-22T22:00,20.4,17.2,241,464,42.6,20.5,84,3,3.15
2025-02-22T23:00,20.5,18,248,465,44.6,20.6,80,2,1.8
2025-02-23T00:00,26.6,22.1,301,473,39.5,17,78,5,0.7
2025-02-23T01:00,27.6,24.2,448,494,56.5,16.4,56,5,0.1
2025-02-23T02:00,31,27.9,640,522,79.7,15.6,26,4,0
2025-02-23T03:00,33.1,29.8,760,547,95.8,14.9,4,4,0
2025-02-23T04:00,35.3,32.2,748,567,98,14.7,0,3,0
2025-02-23T05:00,38.6,36.1,663,584,93,14.6,0,3,0
2025-02-23T06:00,42.1,40.2,567,588,87.7,14.1,0,2,0
2025-02-23T07:00,45.1,43.7,466,569,83.8,12.7,0,2,0
2025-02-23T08:00,47.1,46,353,538,79.7,10.9,0,1,0
2025-02-23T09:00,47.5,46.6,266,512,76.7,9.5,0,1,0
2025-02-23T10:00,43.3,42.4,216,499,76.1,8.8,0,1,0
2025-02-23T11:00,38.2,37.4,193,491,76.8,8.4,0,1,0
2025-02-23T12:00,29.9,29.3,202,490,78.9,8.4,5,0,0
2025-02-23T13:00,27.9,27.2,267,499,75.8,8.1,4,0,0
2025-02-23T14:00,26.6,26.1,365,513,71.5,7.9,2,0,0
2025-02-23T15:00,28.6,28.1,428,520,68.2,8.2,5,0,0.15
2025-02-23T16:00,32.5,31.8,422,512,67.3,9.5,15,1,0.8
2025-02-23T17:00,35.7,34.7,381,496,67.3,11.4,29,1,2.15
2025-02-23T18:00,34,31.3,342,483,66.4,13.5,43,2,3.8
2025-02-23T19:00,31.9,28.4,307,475,63.4,16.1,58,2,5.2
2025-02-23T20:00,30.3,26.7,273,469,59.3,18.9,73,3,5.7
2025-02-23T21:00,28.1,24.6,267,468,55.5,20.4,83,3,5.2
2025-02-23T22:00,26.2,23.1,293,472,50.3,19.7,85,3,3.8
2025-02-23T23:00,23.7,21.6,346,481,45.4,17.7,82,3,2.15
2025-02-24T00:00,19.5,19.4,437,495,34.9,18.7,83,0,0.8
2025-02-24T01:00,20.9,20.7,609,520,52.5,18.5,60,0,0.15
2025-02-24T02:00,23.9,23.7,818,551,76.9,18.4,28,0,0
2025-02-24T03:00,30.3,30.2,942,573,95.9,19.2,4,0,0
2025-02-24T04:00,35.4,35.4,912,579,104.4,22,0,0,0
2025-02-24T05:00,42.8,42.8,798,576,107.5,25.7,0,0,0
2025-02-24T06:00,49.2,49.1,682,569,108.6,28.2,0,0,0
2025-02-24T07:00,55.3,55.1,585,557,108,28.4,0,0,0
2025-02-24T08:00,58.3,58,487,540,105.4,27.2,0,1,0
2025-02-24T09:00,57.9,57.5,410,527,102.6,25.6,0,1,0
2025-02-24T10:00,54.9,54.6,358,520,100.6,23.5,0,1,0
2025-02-24T11:00,48.4,48,328,518,98.5,21,0,1,0
2025-02-24T12:00,35,34.1,333,520,90,16.1,1,1,0
2025-02-24T13:00,30.6,29.6,400,533,85.5,15.1,0,1,0
2025-02-24T14:00,28.8,27.8,503,550,79.3,13.8,0,2,0
2025-02-24T15:00,33.2,32,574,560,74,13.6,2,2,0.15
2025-02-24T16:00,38,36.8,585,554,71,15.5,13,2,0.85
2025-02-24T17:00,31.8,29.6,564,539,69,18.4,29,3,2.25
2025-02-24T18:00,26.4,23.9,535,525,66.4,20.6,43,3,3.95
2025-02-24T19:00,24.7,22.5,502,516,63,21.7,54,3,5.35
2025-02-24T20:00,23.3,21.4,461,507,58.9,22,64,3,5.9
2025-02-24T21:00,21.7,20,421,500,53.4,21,72,3,5.35
2025-02-24T22:00,19.8,18.3,366,491,43.1,17.7,80,3,3.95
2025-02-24T23:00,17.1,15.8,312,482,31.3,13.1,85,2,2.2
2025-02-25T00:00,14.6,14.3,321,482,36.7,16,78,0,0.85
2025-02-25T01:00,13.9,13.5,458,499,50,14.6,57,0,0.15
2025-02-25T02:00,17.8,17.6,657,525,68.3,12.7,29,0,0
2025-02-25T03:00,20.8,20.3,780,544,82,11.7,7,0,0
2025-02-25T04:00,26,24.9,755,550,86.1,12.6,0,1,0
2025-02-25T05:00,33.8,32.2,653,550,85.5,14.5,0,2,0
2025-02-25T06:00,41.3,39.3,553,546,85.1,15.9,0,3,0
2025-02-25T07:00,43.3,40.9,476,537,87.5,16.5,0,4,0
2025-02-25T08:00,42.3,39.5,400,525,90.1,16.7,1,5,0
2025-02-25T09:00,40.4,37.5,341,516,89.9,16.3,3,5,0
2025-02-25T10:00,38.1,35.2,303,512,84.8,14.9,5,5,0
2025-02-25T11:00,34.2,31.5,282,510,77,12.8,8,5,0
2025-02-25T12:00,28.6,25.3,277,510,66.1,11.6,10,6,0
2025-02-25T13:00,26.6,23,293,512,62.4,11,8,6,0
2025-02-25T14:00,26,22.3,325,516,57.3,10.3,6,6,0
2025-02-25T15:00,29,25.5,360,517,53.1,10.1,8,6,0.15
2025-02-25T16:00,31.9,28.5,401,513,51.3,11.1,16,7,0.85
2025-02-25T17:00,33.1,28,445,507,50.4,12.6,28,9,2.2
2025-02-25T18:00,31,25.4,466,501,48.8,13.6,40,10,3.85
2025-02-25T19:00,28.3,22.9,449,495,46.1,13.8,52,10,5.2
2025-02-25T20:00,25.8,20.8,410,489,42.6,13.4,64,8,5.7
2025-02-25T21:00,22.2,18,372,483,38.3,12.4,73,7,5.1
2025-02-25T22:00,18.4,15.3,323,475,30,10.2,82,6,3.75
2025-02-25T23:00,16.2,13.7,276,469,20.8,7.2,88,5,2.1
2025-02-26T00:00,12.8,11.8,291,471,39.3,10.6,67,2,0.85
2025-02-26T01:00,13.2,12.1,438,491,51.9,9.6,48,2,0.15
2025-02-26T02:00,15.7,14.4,647,520,69.1,8.3,23,3,0
2025-02-26T03:00,19.3,17.8,777,542,81.2,7.5,4,3,0
